RECORDKEY,STT_CONT,CALL_L_CLASS_NAME,CALL_M_CLASS_NAME,CALL_L_CLASS_CD,CALL_M_CLASS_CD,CALL_START_TIME,CALL_END_TIME
1.81E+17," 디큐 면세점 한미선입니다
뭐 좀 여쭤볼려고 하는데요
네 네
그 칠칠네
베이징에서 입점이 2021이에요
젠틀 몬스터 말씀하시는 거세요
네 네
네
거기서 혹시 그 면세 카드도 사용이 가능해요
면세 카드요
네
면세 카드가 어떤 거 말씀하시는 거죠
제가 네
제가네요
부터 카드요
고객님 기프트 카드 뭐 어디서 발행된 걸 말씀을 하시는 거세요
네
알겠지만 저희도 이건 어때요
혹시 고객님 뭐 선불카드 말씀을 하시는 거세요
네
맞아요
선불카드 말씀하시는 거 맞으세요
네
잠시만 기다려 주시겠습니까
네 네
네
고객님 기다려주셔서 감사드립니다
젠틀 몬스터 같은 경우는 선불카드 사용 제외한 브랜드로 확인되고 있습니다
고객님
여기 지금 안 되겠
지금 저희가 선불카드 사용 제한 브랜드가 입생로랑 화장품하구요
그 다음에 아르마니 화장품 젠틀 몬스터 담배 브랜드는 지금 제외 브랜드로 확인되고 있습니다
네요
아 그러면은 이거는 사용이 안 된다는 거예요
주문했거든요
네
선불카드 사용 안 되세요
고객님
아 알겠 근데 말씀이 세개 매장 말고는 사용이 가능하답니다
우선 저희가 안내드릴 수 있는 브랜드는 제가 지금 말씀드린 브랜드이고요
고객님 이거 위에 다른 브랜드도 제한이 쓰실 수 있기 때문에 만약에 확인이 필요하다고 하시면 브랜드 말씀해주시면 저희가 매장 쪽으로 확인해 보고 안내해 드릴 수 있습니다
어 일단 제가 안 돼네
그것만 해봐 드리겠습니다
아젠틀 몬스터 사용 제외한 브랜드로 확인되고 있으세요
예 예
알겠습니다
네
감사합니다
좋은 하루 보내세요
네
",지불관련,"지불수단(통화,상품권,선불카드 등)",6,603,2018-12-01 14:23,2018-12-01 14:25
1.81E+17," 디큐 면세점 오현정입니다
네 네
주문하면 여쭤볼께요
네
고객님
공사일 상품권이 혹시 이 면세에서 결제가 가능할까요
그 모바일 상품권이요
네네네네
바코드 형식이 상품권이요
혹시 어떤 종류에 모바일 상품권이신데요
디큐 상품권인데요
고객님
지류가 아니고 바코드로 상품권을 사용할 수 있는 거에요
네
음 디큐 상품권 모바일 상품권이시면 그거는 이제 디큐백화점 같은 곳에서 치료도 받고 오셔야만 사용 가능합니다
네네네네네
아 그럼 바코드를는 안 되시는 거 안 되는 거죠
네 네
네 네 네
저희 쪽에선 바꿔들은 안 되시구요
알겠습니다
예 예
네
감사합니다
감사합니다
좋은 하루 되세요
네 네
",지불관련,"지불수단(통화,상품권,선불카드 등)",6,603,2018-12-01 14:40,2018-12-01 14:41
1.81E+17," 디큐 면세점 최고은입니다
여보세요
네
안녕하세요
혹시 샤넬 그 코스메틱 매장에서요
네
그 선불권 사용할 수 있어요
선불카드에요
잠시만 기다려 주세요
네 네
네
기다려주셔서 감사합니다
네
문의 주셨던 샤넬 화장품 같은 경우에 선불 카드 사용 가능합니다
아 가능해요
네 네
아 네
알겠습니다
감사합니다
감사합니다
좋은 하루 되십시오
",지불관련,"지불수단(통화,상품권,선불카드 등)",6,603,2018-12-01 19:09,2018-12-01 19:09
1.81E+17," 디큐 인터넷 면세점 김은영입니다
네 네
무엇을 도와드릴까요
그거를 몰라 온라인에서을 아닌 거 같은데 플래티늄 플러스 등급 거기가 그 화장품 번호 코드를 받았는데요
네
고객님
네
그게 인터넷에서 한번 안된다고 나오더라구요
고객님 지금 쿠폰 등록을 하셨는데 쿠폰 사용이 불가능하다고 나오시는 거 아닌가요
네
제가 그 적립금 거기 쿠폰 번호를 눌렀는데 여기 나와 있는 번호가 안 돼서요
적립금 쿠폰 고객님 혹시 그 부분은 오프라인 매장에서 등급업네
네
관련된 쿠폰을 받으셨고 난다는 혜택에서 그 쿠폰에 등록해 주셨나요
아니 그냥 쿠폰 여기 보면은 인터넷 면세점 혜택 수령 방법이 회원 가입이 로그인 하고 이벤트 페이지에 가서 번호를 열 자리 입력하라고 나와 있거든요
네
그래서 제가 이거 번호를 눌렀는데 그게 인식이 안 됐다 그래가지고요
어느 쪽에서 혹시 열 자리를 입력해 주셨는지 알 수 있을까요
거기 적립금 쿠폰 번호를 제가 그 뭐죠
그거 이외에는 제가 뭐 번호를 뭘 삭제를 못했어요
아 고객님 저희 로그인을 하시면어 결제되세요
그 남겨야 되는 게 들어가시면요
결제 혜택 제휴 혜택 경품 이벤트 이렇게 나오는데요
네
네
경품 이벤트 클릭 하시면 온 오프라인 통합이 멘트가 보이십니다
네
네
거기를 클릭 하시면 매장에서 구매하고 디큐 모바일 웹 혜택 받기가 있습니다
네 네
네
거기에서 플래티늄 플러스 등급업이랑 아 상품 전용 플러스 등급 적립금십불 이렇게 해서 쿠폰열 자리를 입력하게 되어 있거든요
이 페이지에서 이용하는 부분이 맞으실까요
그거 아닌 거 같애서 제가 그 이벤트가 이벤트 페이지를 갔는데 두 가지가 있는 이벤트가 두 개가 있었거든요
네
네
아 네
그 기본 적립금은 다운만 받으시면 되는 부분이구요
고객님께서 이제 매장에서 수령하신 거는 지금 플래티늄 플러스 등급업이나 화장품 전용 플러스 적립금십 불짜리라고 말씀을 해주셨잖아요
네
네
네
요거는 제가 지금 안내드렸던 남자분 혜택 들어가셔서요
네
어디에 백이요
예 예
지금 저희 혹시 웹페이지 보시고 계시나요
아니면 모바일네
아 제가 제가 지금 인터넷을 해야 되거든요
네
네
로그인을 안 해 가지고 아아네
네
천천히 해주세요
고객님
로그인을 하고 있는 거예요
네
잠시만요
가로그인을 한번 할게요
네
아
아
지금 여기 이해가 뭐 무슨 그렇죠
아니 아니 괜찮습니다
혹시 핸드폰으로 보고 계신가요
네
그거를 뭐 지금 로그인 하고 있어요
아 네 네
네
이게 아 이게 왜 안 되네
천천히 해주세요
저는 괜찮습니다
로그인이 안 됐다고 해서 아네
아 네 네
아 그러시면요
고객님 모바일로 보시면요
어 제가 한방 적립금주 뭐 이렇게 몇 백 바로 이벤트 페이지 보이구요
바로 아네
결제 백 제휴 혜택 경품 이벤트 보이시나요
아
여기서는 아무래도 해가지고 로그인을 못했거든요
아
네 네
저도 한번 로그 아웃 후에도 확인이 안되는지 확인해 보겠습니다
고객님
로그 아웃된 상태에서도 보이거든요
아 어디로 가면 되는 건가요
네
지금 그냥 화면에 보시면 어떤 게 보이시나요
제가 이게 피씨 버전인 건지 확인해 볼 게여
네
아 가실 거 같아요
네 네
왼쪽에 보시면 될 거 같다고 리가 있고 박스를 그럼 기록이 있거든요
핫세일 베스트 브랜드 행사 디큐는 도록 이렇게 보이시나요
네네네네네
바로 아네
한방 적립금 삼천불 플러스 알파 보이시구요
아네네네
네
그 안에 결제네
제휴 혜택 경품 이벤트 보이시구요
아
안 보이시나요
그거를 제가 브랜드인가요
아 난다는 혜택이 보이시면 안는 혜택을 클릭해 주셔도 되구요
네
예
클릭해 주셨나요
네
그랬더니 이번 등급 적립금 플러스 나오는데요
아 여기 안 다르 안 다르신가요
제휴 혜택 경품 이벤트를 좀 안내
아예
거기에서 경품 이벤트 클릭해주시겠습니까
네 네 네
네
경품 이벤트 클릭 하시면 조금 많은 다섯번째네
온 오프라인 통합 이벤트고 계십니까
네
네
클릭해 주시면 네
오른쪽 탭에는 온라인 매장 구매하고 선불카드 혜택 받기가 있구요
인 경우에는 매장에서 네요
아 그래요
네
여기에서 입력 후에 등업 신청 있으시고 적립금 받기 신청해 주시면 되세요
네
아 네
감사합니다
네
둘 중에 한개만 가능하십니까요
잠시만네
선택하시면 되실 것 같다
네
감사합니다
네
감사합니다
즐거운 하루 되세요
",지불관련,환율,6,604,2018-12-01 18:53,2018-12-01 19:00
1.81E+17," 디큐 인터넷 면세점 최은미입니다
무엇을 도와드릴까요
안녕하세요
그 여쭤보고 좀 저 그 제가 주문자 주문했는데요
네
그 한국 홈페이지에서 이제 적립금 다운 안 되고 이제 뭐 그 이제도 된다고 저번에 안내를 받았어요
네
맞습니다
네
음
근데 그 쿠폰 같은 경우는 이제 한국어 페이지에서 싸움 가능하고 또 중국어 페이지에서 다운이 안 되는데 이거는 뭐 어떤 상황인지 좀 알고 싶어서요
음음
음
고객님 말씀을 드렸구요
적립금 다운이 안 되는 건 고객님께서 이용하신 부분이구요
네 네
그 원래 등급에 따라서 지급해 드리는 쿠폰이 다운이 중국어 사이트에서는 다운이 안 된다는 말씀이신가요
네
한국어 홈페이지에서 다운 가능하는데 뭐 아예
없어요
네
근데 적립금은 한국어 사이트에서 못 받으시니까
한국어 사이트로 주문하시기가 어렵다는 말씀이구요
그로
중국어 사이트에서는 쿠폰이 없습니까
네
도 어렵다는 말씀이시구요
네
음요
부분은 고객님 저희가 오늘 주말이다 보니 주말에는 확인이 조금 어렵습니다
네 네
음 시간대를 주시면 평일에 확인이 가능한데요
네
편이예요
네
고객님 혹시 국적이 어떻게 되시나요
국적은 뭐예요
중국이신가요
네 네
그러시면 오늘 중국어 사이트 고객센터를 운영되고 있는데 저희 쪽으로 접수해 주셔도 당장은 확인이 어렵고 평일에 확인한다고 하더라도 시간이 좀 걸리고 있거든요
뭐
번거로우시겠지만 중국어 고객 센터로 한번 문의 부탁드려도 될까요
네
상관 없어요
네 네
고객님
전화번호 바로 연결이 되나요
네
저희가 시스템이 연결되는 시스템이 아니다
보니 바로 연결은 어렵구요
번호 안내는 해드릴 수가 있습니다
네
뭐지요
네
메모 가능하십니까
네
일육팔팔번 아 부분은 똑같구요
네
네
삼 오 오오번이구요
네 네
아
에이알에스 일번입니다
네
아 네
음 연결 못해드려 죄송합니다
알겠습니다
고객님
네
",지불관련,"디큐포인트(조회,적립,사용)",6,609,2018-12-01 10:35,2018-12-01 10:37
1.81E+17," 디큐 인터넷 면세점 전정희입니다
무엇을 도와드릴까요
여보세요
네
여보세요
그러는데요
네
고객님은
그 엘 포인트로 인터넷 면세점 결제가 가능한가요
엘포인트로요
네 네
네 네 네
가능합니다
고객님 다만 고객님께서 엘포인트 통합 회원이셔야지 엘포인트로 결제 가능하세요
통합 회원이라는 거면 그거 뭐지 그거 어플 거기에 그 가입 돼가 있는 거 그런 거도 통합 회원에서 하는 거죠
네
네
기본적으로 고객님 모바일에서는 어플을 설치하셔야 되는 거구요
네
네
저희가 계정이 두 군데가 있는데 엘포인트 통합 회원하고 디큐 인터넷 면세점 개별 회원 제도가 있습니다
네 네
네
근데 고객님께서 엘포인트 통합 회원으로 가입이 돼 있으시다면 네
엘 그 엘 포인트는 결제 가능하신데요
고객님 제가 혹시 확인해드려도 될까요
아 네
네
아이디 혹은 여권 번호 중에 한가지 말씀해 주시겠습니까
어 아이디가 *이*이 *스*이 제트에 이와이네
네 네
잠시만 기다려 주시겠습니까
네
네
기다려주셔서 감사합니다
고객님 본인 확인 위해* 성함* 생년월일 말씀*주*겠습니까
*하****
네
**** *월 ****요
네
소중한 정보 확인 감사합니다
고객님인 제 아이디로 조회했을 때 엘포인트 통합 회원으로 확인이 되셨어요
아 그러면 그걸로 그러면 엘 포인트로 네
네
안녕하세요
네
그러면 그 한 가지 더 물어 봐도 될까요
네네네네
그 혹시 제가서 배송 중에서 대마도를 가 생각인데 그 혹시 하루 전날 그거 그 인터넷 면세점에서 이거 주문 그도 가능한 건가요
네 네 네
네
고객님 부산 국제 부두에서 혹시 가시는 건가요
네 네 네
네
개 맞으시는 거구요
네
네
그러시면 하루 전날인 주문 좀 어려우시구요
그럼 보통 한얼만큼 전화를 해야 되죠
네
기본적으로 일반 상품에 경우는 고객님 출국 시간 어떻게 되세요
아직 이게 안 나와서 제가 다음주 목요일 중간중간인데 네
아
네 네
월요일이나 화요일날 것 같거든요
아 그러십니까
네
네
그러시면은 제주점 상품 같은 경우는 현재는 주문은 어려우시구요
네
어떤 상품이요
네
상품이 이제 제주점에 있는 상품이도 예
아 제주 따로 돼 있어서 네 네
확인이 되실 거에요
그 상품은 주문 좀 어려우실 거고 네
네
일반 상품에 경우는 이전에 오죠
네
오전이나 오후 시간대까지는 주문 가능하신데 고객님 출국 시간에 따라서 주문 가능 시간이 좀 달라질 수 있어요
네
가 된다고 하면 이게 목요일 케이 그 그 여덟 시 반인가 뭐 이러거든요
네
아 네
그러신가요
그러면 제가가 언제까지 주문을 해야 되죠
네
고객님 그러시면 일반 상품 뭐 명동 본점 코엑스 월드 타워점 이렇게 보여지신다면은 그 기본적으로 고객님이 일 전까지는 주문해 주셔야 될 것 같구요
네 네
네
그러면 예전에는 화요일까지는 주문해야 된다는 거죠
네 네
맞습니다
아예
그러면 저녁에 주문해도 되는 건가요
아니면
네
화요일 여덟 시 반까지는 주문해 주셔야 될 것 같구요
저녁 여덟 시 반까지요
네 네
그 중에서 이제 월드타워 점점 상품을 주문을 하실 경우에는 예
네
여덟 시까지는 주문해 주셔야 되세요
기본적으로 좀 안전하게 이 일전 오후 여덟 시 전까지는 결제 완료해주시면 인도 가능하시고 네
네 네
두세 시간 전 그 상품에 한해서는 네
네
음 그 전날 일곱 시 삼십분까지는 주문 가능하세요
세 시간 전 상품을 구매한 거는 그거는 거죠
네
고객님께서 출국 장소를 부산항으로 체크를 해놓으시잖아요
네
네 네
네
그러시면은 세 시간 그 저희 쪽에 카테고리에 보시면 네
네
세 시간 전 샵이라고 보여지실 거에요
아 네 네
네 네
거기에서 이제 세 시간 그 상품에 한해서 고객님 출국 전 세 시간 전까지는 주문 가능하신데네
아 전날까지 했던 그건 가능하다는 거죠
구사네
전날까지 가능하세요
전날 내일 정도까지는 가능해요
일곱 시 삼십분까지 주문해 주셔야 되세요
저녁 일곱 시 삼십분 전까지는
아입니다
네
네
감사합니다
감사합니다
즐거운 시간 되세요
네
",지불관련,"디큐포인트(조회,적립,사용)",6,609,2018-12-01 18:57,2018-12-01 19:01
1.81E+17," 디큐 면세점 오현정입니다
네
제가 디큐 면세점가 서어 오늘 뭐 코드 뭐 어제 그제 토리 버치 가방을 하면은 내일 출국하는 날 받아서 출국을 할 수 있나요
네
고객님
네 네
네
고객님 내일 출국하는 공항이랑 출발 시간이 어떻게 되십니까
어 인천공항이고요
열한시쯤에 출발이에요
오전 열한시예
어떤 거요
인천공항이시구요
그러면은 방문하실 지점에 따라서 구매 가능 시간이 달라지는 거라서 방문은 어느 지점으로 오시는 거죠
고객님
잠실 디큐 면세점으로 갈 거예요
아 그러세요
그러면 사월 시내 잠실점 이용이시면 오늘 저녁 여덟 시 반 해당하는 시간까지도 구매 가능합니다
고객님
아 여덟 시 반까지만 하면 되는 거에요
네 네
맞습니다
아 네네
알겠습니다
그 면은 잠깐만요
네 네
정확히 열한 시 이십분에 출발이에요
열한 오전 열한 시 이십분이세요
네 네
네 네
그래도 오늘 저녁 여덟 시 반까지만 구매하시면 내일 오전에 모두 인수 가능합니다
아 네
알겠습니다
네
더 궁금한 부분 없으시구요
고객님
네
없어요
네
고맙습니다
좋은 하루 되세요
네
네
",면세점이용,구매가능시간,7,701,2018-12-01 14:22,2018-12-01 14:24
1.81E+17," 디큐 면세점 최고은입니다
아예
안녕하세요
네 네
구매 가능 시간 때문에 문의 드릴려고 전화 드렸는데요
네
제가 월요일날 아침 열한 시 비행기를 타고 출발을 하는데 네
그러면 구매가 오전 열시까지 완료를 해야 되는 거예요
네
혹시 출국하는 공항이 어떻게 되십니까
인천이요
인천공항이시구요
혹시 구매하신다면 어느 지점에서 구매 예정이세요
네
아 네
코엑스점이요
코엑스 점이에요
네
네
그러시다면 하루 전날이 일요일 오후 아홉 시까지 구매 가능합니다
아홉시요
네
아예
맞습니다
알겠습니다
감사합니다
좋은 하루 되십시오 감사합니다
예
감사합니다
",면세점이용,구매가능시간,7,701,2018-12-01 14:41,2018-12-01 14:41
1.81E+17," 디큐 면세점 신윤경입니다
안녕하세요
뭐 좀 물어 볼려고 하는데요
네
고객님
네
그 제가 만약에 내일 여섯 시 출국이잖아요
출국이면은 어 내일 언제까지 면세점에서 구매 가능한 거
네
포인트 손님들 내일 출국이라고 하셨는데 몇시 출국이신가요
만약에 여섯 시 출국이면은 몇 시간 전까지 네
아침 아침이세요
아니면 저녁이세요
아 타면 예
아 네
저녁 여섯시 출국이시면 오늘 영업 마감 시간까지 가능하시구요
네
그리고 만약 내일 구매하신다면 매장을 일단 스피세요
혹시 알려 지점에 잡히신데 어느 지점 내방하실 건가요
어 그게 만약에 막 수입이랑 출국자는 따로만 아니라요
그건 아니시구요
지점별로 드려요
고객님 저희가 명동 본점이나실 건가요
주주던데 네
아니시면 어느 지점 가실 예정이세요
명동 본점은 어떻게 되나요
명동점 아침 열시 오십분까지 구매하셔야 돼요
열시 오십분까지 구매할게요
네네
그게 몇 시간 전까지는 건가요
몇시간 전이라고 딱 정해진 건 아니구요
네
저희 쪽에 그 보시 마감 시간이 써요
아니요
네
명동 본점은 예
이 물량이 많다보니 상담이 좀 더 빨라서 아침 열시 오십분까지 구매하셔야지만 이제 인도 가능하세요
아아네
알겠습니다
네
감사합니다
좋은 하루 되십시오
네
",면세점이용,구매가능시간,7,701,2018-12-01 19:09,2018-12-01 19:10
1.81E+17," 디큐 면세점 오현정입니다
아 네
안녕하세요
저 뭐 좀 여쭤볼려고 전화 드렸는데요
네
네
고객님
그래서 그거 혹시 여권을 가져가야 되나요
했
네
여권은 필수 사항이라서요
고객님 지점 방문해서 구매하신다는 말씀이시죠
어요
네
명동에 있는 거네
예 예 예
바꿔야 돼요
여권을 꼭 원본 지참하고 방문해 주셔야 돼요
고객님 이거 항공권도 정보 확인을 위해서 이 티켓이나 예약 확인서 하나 이미지로라도 준비를 해보셔야 됩니다
어 아니요
네
이 티켓만 있으면 안 되는 거에요
이 티켓도 가능하구요
고객님 일정 부분만 확인해 주시면 됩니까
아 여권을 안 갖고 왔는데 이 티켓만 있으면 안 돼요
네
두 가지가 다 있어야 됩니다
고객님
아 네
알겠습니다
어느 면세점 다 똑같은 거죠
네 네
오프라인 아네
어네
면세점이나 동일합니다
알겠습니다
네
고맙습니다
좋은 하루 되세요
",면세점이용,"구매방법(구비서류, 대리구매)",7,702,2018-12-01 14:29,2018-12-01 14:30
1.81E+17," 디큐 면세점 김미균입니다
면세점 가서 물건 구입했어요
네
그 여권이 가져가야 되나요
아니 번호만 있으면 되는 건가요
출국자 분께서 본인 여권 원본 꼭 제시하셔야 되구요
육십 일 안으로 출국한다는 이 티켓이다 일정표같이 제시하시고 구매 진행하셔야 되십니다
아 어떤 거요
고객님께서 출국하는 날짜 시간 편 명이 기재된 일정 그라던가 이 티켓을 사진을 찍어서 이미지나 아니면 출력물로 보여주시면 되구요
네 네
거기 중요한 건 본인 여권 *본* 없고 구비*셔*만 *세*
네
아 그럼 제가 면세점 가서 미리 물건 구입할 때는 여권이랑 그 편 명 그 이미지만 가지고 가면 되나 수영모도 없어도 되나요
네
네
네
그 출국일 증빙하는 서류는 이미지 수령을 상관은 없구요
중요한 거 본인 여권 원본을까
네 네
꼭 구비하셔야 돼요
제가 항공권을 입력을 해서 여권 번호로 이미 번호로 넣었는데 그건 상관 없는 건가요
그 출국하기 전까지만 아까는 안되나요
네
고객님 그거는 그거는 항공사 쪽에 으로 수정하시는 거잖아요
네 네
네
그 정보에서 고객님 이미 정보를 넣고 출국 정보가 보이게끔 했다는 거잖아요
네
여권 번호를 네네네
네
저희가 그거는 직원분에게 말씀해 주시면 되구요
정확하게 편명까지 확인되는 서류면 이미 다 줄려고 상관은 없어요
네
네
고객님
아 네
알겠습니다
네
더 문의 거는 없으세요
네
네
감사합니다
오늘 뭐 한 하루 되십시오
네
",면세점이용,"구매방법(구비서류, 대리구매)",7,702,2018-12-01 10:36,2018-12-01 10:37
1.81E+17," 디큐 면세점 오현정입니다
아 네
저기 오프라인 매장 이용할 때 요게 여권 없이 여권 사진이랑 준비해도 되나요
네
고객님
아 고객님 면세품 구매하러 지점 방문하실 때는요
네
여권은 꼭 원본 지참해주셔야 돼요
아 그래요
네 네
아 네
알겠습니다
네
더 궁금한 부분 없으시구요
네네네네
네
고맙습니다
좋은 하루 되십시오
",면세점이용,"구매방법(구비서류, 대리구매)",7,702,2018-12-01 10:40,2018-12-01 10:40
1.81E+17," 디큐 면세점 오현정입니다
아 여보세요
그 저희 면세점 이용할려고 하는데 네
네
네
고객님
그 아이디가 같이 가방에 넣어서 될 것 같아요
어 강하 씨제이고 오신다는 말씀이시죠
고객님
네
가방에 넣어서
네 네
그 애완견 전용 가방이신 거죠
네 네
아 네네
가능하십니다
밖으로 나오지만 않으면 가방 안에 있으면은 같이 입장 가능합니다
아네네네
감사합니다
네 네
고맙습니다
아 네
좋은 하루 되세요
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 14:19,2018-12-01 14:20
1.81E+17," 디큐 면세점 오현정입니다
아 여보세요
네
네
고객님
그러면 네
빠지고 잠시만요
네
아니에요
네
입니까
네 네
맞아요
네
뭐 약관이라고 문자 안 열려 있을 거예요
네
들어갈게요
네
여보세요
네
고객님
아예
죄송합니다
만 여쭤볼려구요
네 네
이게 부산 본점이 구찌 매장 전화번호 좀 알 수 있나 싶어서요
네 네
번호 안내해 드리겠습니다
메모 괜찮으세요
네 네 네
예 예
제가 구찌 매장은 전화 안내만 하는 사무실이 따로 있어요
네네네네
예
번호 말씀 드릴께요
일오 칠칠에 네
공삼칠 하나입니다
네
알겠습니다
네
고맙습니다
좋은 하루 되십시오
네
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 10:25,2018-12-01 10:26
1.81E+17," 디큐 면세점구네
선입니다
네
여보세요
네
고객님
예
네
디큐 삼성동 코엑스 점잖아요
네
그 버버리 매장 연락처 좀 알 수 있을까요
네
번호 안내해 드리겠습니다
잠시만요
네
네
뭐 좀 안 되네요
말씀드려도 괜찮으시겠습니까
고객님
네
말씀하세요
네
공이 삼사 팔사에 구 칠 오팔번입니다
네
삼사 팔사
에 삼사 팔사에 몇 번인가요
구칠 오팔번입니다
구칠 오팔 번이요
네
네
감사합니다
감사합니다
즐거운 하루 되십시오
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 10:27,2018-12-01 10:27
1.81E+17,"칸 여행의 시작 디큐 면세점 이은정입니다
아예
혹시 디큐 소공 본점이요
네
발렌시아가 매장 있나요
네
명동 본점 발렌시아가 가방 코너 입점되어 있습니다
아 그 연락처 지네요
예
메모 가능하실까요
네네네네
예
서울 지역 번호 공이 칠백오십구 다시 네
육칠 하나 구번입니다
감사합니다
네
합니다
즐거운 하루 되십시오
네
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 18:39,2018-12-01 18:40
1.81E+17," 디큐 면세점 이은정입니다
오늘 잠실점이요
면세점 몇 시까지 할께요
네
어 월드타워 디큐 면세점 저녁 여덟시 삼십분까지 영업하고 있습니다
아 네
감사합니다
만입니다
즐거운 하루 되십시오
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 18:47,2018-12-01 18:48
1.81E+17," 디큐 면세점 심윤경입니다
아예
그 매장 전화번호 좀 확인해 볼려구요
네
고객님 찾으시는 지점과 브랜드가 어떻게 되십니까
그 부산 면세 빈폴악세사리요
네
김 풀어 고객님 일단 패킹이 의류코너구요
팔천 구백 번이요
네
번호만 안 안내해드리면 될까요
네 네
예
이따 스펠링이 있는지 한번 통화해 보셔야 될 것 같구요
공 오일네
네
공오일 팔 하나요
팔 하나 영이네
오공 삼 하나입니다
오공 삼 하나요
네
그렇습니다
아 네
감사합니다
네
감사합니다
좋은 하루 되십시오
네
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 14:42,2018-12-01 14:43
1.81E+16,"음 네
 디큐 면세점 오현정입니다
이상이 있는데요
네 네
네
고객님 무엇을 도와드릴까요
명동 본점에 혹시 그 친구 가
저희 면세점 쪽에서 따로 이제 이용하실 수 있는 물품 보관소는 없구요
네
고객님 본점으로 오시는 고객분들은 지하철역 보관함에 많이 이용하시는 것 같아요
네
네
더 궁금한 부분 없으신가요
아 네
네
더 필요한 부분 없으시구요
네
감사합니다
고객님
네
좋은 하루 되세요
",면세점이용,"영업장(위치,영업시간,전화번호)",7,704,2018-12-01 11:57,2018-12-01 11:58
1.81E+17," 디큐 인터넷 면세점 김재선입니다
무엇을 도와드릴까요
아 네
그 한가지 여쭤볼려구요
네
고객님
예
거기 그 혹시 그 디큐 그 면세점에 그 방탄 소년단이 모델로 지금 됐더라구요
네
그래서 우리 아이가 그 편인데 혹시 그럼 아이디를 좀 받을 수 있나 싶어서요
네
제가 일단 물건을 구입을 했는데 혹시 제 일 하면은 제가 지금 받을 수 있나 싶어서 전화 한번 드려봤어요
네 네
아 죄송한데 저희 인터넷 면세점에는 따로 브로마이드는 없으시거든요
고객님
아 그래요
그럼 어떻게 그 구월 방법은 없나요
네
근데 그렇게 저희 현재 인터넷 면세점에는 따로 브로마이드가 뭐 어디 지급되거나 이런 거는 없는 걸로 확인되세요
네
네네요
예
이전에 그 방탄 소년단 뭐 선불카드를 저희가 드린 적은 있는데 그럼 아이디가 지급된 적은 없거든요
네
고객님
아 그 클라고 해서 여쭤봤는데 네
네
아이가 예
어 그래서 지금 혹시 아니시면 오프라인 쪽으로 한번 문의를 해보시겠어요
저희 현재 인터넷 그 저희가 온라인 오프라인이 각각 있거든요
고객님 근데 현재 온라인 쪽에는 없으세요
네네네네
아 네
예
그래서 오프라인 쪽으로 한번 더 문의를 해보시면 이제 번호이 번호 동일하시구요
에이알에스 이번 선택하시면 되십니다
네네
아 네
고맙습니다
네
감사합니다
행복한 하루 되십시오
네 네
",면세점이용,기타,7,709,2018-12-01 10:35,2018-12-01 10:37
1.81E+17," 디큐 인터넷 면세점님 안녕입니다
무엇을 도와드릴까요
아예
그 제가 어젯밤 여기 디큐 면세점이랑 불미스러운데 때문에 어제 밤 늦게 조금 그 성함 팀장님이랑 받으셨어요
네
네 네
네 네
그분에게 제가 뭐 하나 좀 잘못 말씀드릴 게 있어 가지고 보내줘 직접 말씀을 드려야 되는 게 있어서 어제 통화했던 분하고 좀 통화 가능할지
네 네
아아네
고객님
그러시면은 고객님 저희 쪽에 연락처 남겨드리면 저희가 최대한 빨리 전달해서 고객님께 연락 드리도록 하겠습니다
아 그 혹시 확인 가능할까요
일단 제 연락처 먼저 좀 말씀 **공* *1** 오* *사한 여권 번호 불러드릴까요
네 네 네
제 그 상담 기록에 나와 있지 않나요
어렵지 않았다고
고객님 여권 번호 말씀해주시겠습니까
엠* *삼** 칠 * *나요
네
고객님 본인 맞으십니까
예 예
양재 오번입니다
네
고객님 생년월일 확인 부탁 드리겠습니다
*십* 오* 사*입니다
네
소중한 개인정보 확인 감사드립니다
그럼 제가 이전상담사 건 확인 후에 안내 도와드려도 괜찮을까요
아 그 상품 말고요
그 상담 실장네
어제 저녁에 근무하셨던 분 여자분이셨는데
네네
어 그 분이랑 통화를 했으면 해서요
아 네
그럼 제가 확인 후에 고객님께 바로 전화 드리도록 하겠습니다
네
감사합니다
네
감사합니다
",면세점이용,전화연결,7,710,2018-12-01 19:07,2018-12-01 19:09
1.81E+17," 디큐 면세점 심윤경입니다
네
",서비스관련,"단선(전화끊김,무응답)",8,809,2018-12-01 19:17,2018-12-01 19:17
